"","full_address","latitude","longitude","total_leasedSF","company_list","sector_list","lease_count","crimes_within_500m","crime_score","weighted_routes","accesibilty","internal_class","price_multiplier"
"631","33 Maiden Ln, New York, NY, 10038",40.7091196,-74.0085202,17737,"Café Design","Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals)",1,788,0.722143864598025,29.8775531513776,0.842095997067437,"A",1595049.104808
"632","33 W 17th St, New York, NY, 10011",40.7388376,-73.9938649,11400,"NA; NA",NA,2,769,0.728843441466855,25.2888233292097,0.712763082979947,"O",683451.1584
"633","33 W 19th St, New York, NY, 10011",40.7399096,-73.99309,23332,"Yotpo","Technology, Advertising, Media, And Information",1,657,0.768335684062059,25.5136481438109,0.719099749020098,"O",1398796.704192
"634","33 W 60th St, New York, NY, 10023",40.7696635,-73.983289,11070,NA,NA,1,739,0.739421720733427,15.4759463617938,0.436188077921504,"O",663667.04592
"635","33 Whitehall St, New York, NY, 10004",40.703334,-74.0129436,119465,"NA; Hausfeld; Cgi Technologies & Solutions; NA; Coreweave; NA; NA; Russo & Toner; NA","NA; Legal Services; Technology, Advertising, Media, And Information",9,231,0.918547249647391,17.8006357437232,0.501709227295065,"A",9991197.1254708
"636","330 Fifth Ave, New York, NY, 10001",40.9161965,-73.80696,69381,"Royale Linens; Regal Home Collections; Vcny Home; NA; NA; NA; NA; Kassatex","Manufacturing (Except Pharmaceutical, Retail, And Computer Tech); Retail; NA; Tbd",8,0,1,0,0,"O",3868353.34065648
"637","330 Hudson St, New York, NY, 10013",40.590526,-73.67387,212962,"Deloitte; Deloitte Digital; Devito/Verdi; Adtheorant; NA; NA; NA; NA; Deloitte Digital; NA","Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Financial Services And Insurance; Technology, Advertising, Media, And Information; NA",10,0,1,0,0,"O",11873744.456449
"638","330 Madison Ave, New York, NY, 10017",40.7530304,-73.9792984,547265,"Blue Note; Ericsson; Akaris Global Partners; Pjt Partners; JLL; HSBC; NA; NA; NA; NA; Allspring Global Investments; NA; Maverick Real Estate Partners; NA; NA; NA; Broadhaven Capital Partners; NA; Hg Vora Capital Management; NA; Kps Capital Partners; NA; NA; Axonius; NA; MEAG; Twg Global Holdings; NA; NA; NA; NA; Gulf International Bank; NA; NA; NA; NA; Clearstream Management","NA; Technology, Advertising, Media, And Information; Financial Services And Insurance; Real Estate (Except Coworking Providers); Unclassifiable",37,700,0.753173483779972,28.2859742141237,0.797237495928212,"A",45769325.7010068
"639","330 Seventh Ave, New York, NY, 10001",40.9174243,-73.8043789,171185,"NA; Pratsto Consulting; NA; NA; 215 Property Owners; GLMX; Safebridge Consultants; Mcgowan Builders; Ewingcole; NA; NA; Better Cloud; Better Cloud; NA; Synergy Global Housing; NA; NA; NA; Ahava North America; GLMX; NA; New York English Academy; NA; Prezzee; NA; NA; NA; NA","NA; Financial Services And Insurance; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Construction, Engineering And Architecture; Technology, Advertising, Media, And Information; Personal Services And Recreation; Education",28,0,1,0,0,"O",9544458.3765048
"640","330 W 34th St, New York, NY, 10001",40.7526738,-73.9950505,477060,"Braze; NA; Homeadvisor; Marquee Brands; Structure Tone; Foot Locker; Wework","Technology, Advertising, Media, And Information; NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Retail; Coworking And Executive Suite Companies",7,1299,0.541960507757405,23.0414158417226,0.649420116459109,"O",26598588.1537248
"641","330 W 38th St, New York, NY, 10018",40.7552496,-73.9935,109732,"NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA",NA,71,1598,0.436530324400564,24.3078747173986,0.685115139550654,"O",6118132.46821056
"642","330 W 42nd St, New York, NY, 10036",40.7574977,-73.9916084,521374,"Dhu Realty/1199 Seiu","Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals)",1,1649,0.418547249647391,25.8819342687058,0.729479858461393,"A",43603987.8633509
"643","331 Park Ave S, New York, NY, 10010",40.7410818,-73.9855884,24910,"NA; NA; NA; NA; NA; NA; NA; NA",NA,8,602,0.787729196050776,18.6627825719512,0.52600875374078,"O",1493400.73296
"644","333 Hudson St, New York, NY, 10013",40.7272539,-74.0075081,33615,"NA; NA; Lindsey Media; NA; Sunday Capital; NA; NA; NA; Behno; Volt Capital; Sabyasachi; Hudson Gray; Alex Teih; Hampton Water Wine; NA","NA; Retail; Technology, Advertising, Media, And Information",15,232,0.918194640338505,14.5568855292782,0.410284435672032,"O",2015281.63944
"645","333 Seventh Ave, New York, NY, 10001",40.9138474,-73.8064848,106816,"NA; Barstool Sports; Industrial Media; Tritech Communications; NA; Barstool Sports; Rcm Technologies","NA; Technology, Advertising, Media, And Information",7,0,1,0,0,"O",5955550.22896128
"646","333 Seventh Ave, New York, NY, 10001",40.9138474,-73.8064848,106816,"NA; Barstool Sports; Industrial Media; Tritech Communications; NA; Barstool Sports; Rcm Technologies","NA; Technology, Advertising, Media, And Information",7,0,1,0,0,"A",8933325.34344192
"647","333 W 39th St, New York, NY, 10018",40.7561691,-73.9925742,71655,"NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Docontrol; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA","NA; Technology, Advertising, Media, And Information",33,1790,0.368829337094499,25.3771873167293,0.715253613573204,"O",3995140.7247624
"648","333 W 52nd St, New York, NY, 10019",40.7644349,-73.9866099,51840,"NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Professional Physical Therapy; NA; NA; NA; NA; NA","NA; Healthcare",20,893,0.685119887165021,21.5063219015138,0.606153639595267,"O",2890350.9199872
"649","336-342 W 37th St, New York, NY, 10018",40.7567903,-73.9984582,94150,"NA; RANA FLORA; NA; NA; NA; One Flower By Elle; Ripco; NA; NA; NA; NA; NA; NA; Brows By Renee; Right This Way; NA; Christy Rilling; Corporate Az; Mixlab; NA; NA; NA; NA; Mccatan; Henderson Hogan Agency; UFCG; Uni-Lite; NA; NA; NA; NA; NA; NA; NA; NA; Skyblue; NA; NA; NA; NA; NA; William Levinson; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA","NA; Personal Services And Recreation; Construction, Engineering And Architecture",52,500,0.823695345557123,12.3964125087974,0.349391708844593,"O",5249354.535432
"650","34 E 51st St, New York, NY, 10022",40.7579446,-73.9744308,41218,"NA; NA; NA; NA; NA; NA; Broad Sky Partners; Northwood Liquid Management; NA","NA; Financial Services And Insurance",9,540,0.809590973201692,25.2470647040738,0.711586120097753,"A",3706643.400912
"651","34 W 15th St, New York, NY, 10011",40.7372304,-73.9949422,5000,"James Beard Foundation","Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals)",1,732,0.741889985895628,25.1820960223738,0.709754983976359,"O",299759.28
"652","34 W 27th St, New York, NY, 10001",40.7449328,-73.9900572,5650,"NA; NA",NA,2,695,0.754936530324401,26.8641165570723,0.757162572947198,"O",338727.9864
"653","34 W 33rd St, New York, NY, 10001",40.7484047,-73.9868343,150766,"NA; NA; NA; NA; NA; NA; NA; Baby Fair Imports; Natalie Footwear; Bentex Group; NA; NA; NA; Grace Home Fashions; NA; NA; NA; Makroteks Textile; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA","NA; Retail; Tbd",33,1434,0.494358251057828,29.4056334250379,0.828794984415086,"O",8405992.41517728
"654","34-36 Cooper Sq, New York, NY, 10003",40.7281104,-73.9913436,24147,"The Village Voice; NA; South Park Commons; NA; NA; NA","NA; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals)",6,540,0.809590973201692,21.1833773030591,0.597051476769035,"O",1447657.466832
"655","34-36 W 44th St, New York, NY, 10036",40.7548928,-73.9801999,8801,"NA; NA; NA; NA; NA; NA",NA,6,754,0.734132581100141,31.7108116102745,0.893766212563512,"O",527636.284656
"656","340 Madison Ave, New York, NY, 10173",40.7539442,-73.9789783,240864,"NA; Altus Group; NA; NA; Yaupon Capital Management; NA; NA; Evolution Equity Partners; NA; Pnc Bank; Hatzel & Buehler; NA; Northampton Capital; AXA; Carlyle Group; NA; NA; NA; NA; NA; Boundary Creek Advisors","NA; Real Estate (Except Coworking Providers); Financial Services And Insurance; Construction, Engineering And Architecture",21,759,0.732369534555712,29.1095453547054,0.820449770282485,"A",20144140.1617997
"657","341 9th Ave, New York, NY, 10199",40.7506257,-73.9985278,322000,"Dentsu Aegis Network","Technology, Advertising, Media, And Information",1,677,0.761283497884344,17.2001833471475,0.484785533543301,"A",26929774.19664
"658","344 W 38th St, New York, NY, 10018",40.7551808,-73.9929733,44250,"NA; Ben Unger Fitness; NA; NA; Major Model Management; Alpha Gaming; NA; NA; NA; Famous Talent; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Ohi Technologies; Ohi Technologies; Bpe Studio; Tabitha's Fashion; NA; NA","NA; Transportation",28,1648,0.418899858956276,25.4945109344461,0.718560368592274,"O",2652869.628
"659","345 Hudson St, New York, NY, 10014",40.7277117,-74.0078737,308246,"Daniel Wellington; Google; NA; Creative Entertainment Network; Google","Retail; Technology, Advertising, Media, And Information; NA",5,220,0.922425952045134,13.6950538083896,0.385993790496741,"O",17186325.4182557
"660","345 Park Ave S, New York, NY, 10010",40.7417075,-73.9850339,97104,"Protara Therapeutics; NA; NA; NA","Pharmaceuticals; Tbd; NA",4,513,0.819111424541608,18.6274328978958,0.525012426535909,"A",8121083.20990848
"661","345 Park Ave, New York, NY, 10154",40.757756,-73.9722725,1399973,"Blackstone Group; Wafra Advisory; Rudin Management; Blackstone; Blackstone","Financial Services And Insurance; Real Estate (Except Coworking Providers)",5,444,0.843441466854725,21.393643112566,0.602977798633773,"A",117083716.681344
"662","345 Seventh Ave, New York, NY, 10001",40.9163723,-73.8054733,97128,"NA; NA; NA; NA; NA; NA; NA; NA; Pahdo Labs; NA; NA; NA; NA; NA","NA; Technology, Advertising, Media, And Information; Unclassifiable",14,0,1,0,0,"O",5415393.59869824
"663","346 Madison Ave, New York, NY, 10017",40.7543353,-73.9783427,16400,NA,NA,1,742,0.73836389280677,28.5537618976419,0.804785066347117,"O",983210.4384
"664","347 5th Ave, New York, NY, 10016",40.7479475,-73.9845063,40030,"J Lucas Clothiers; NA; Global Diversity Marketing; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Acorn Financial; Psychiatrist; NA; NA; NA; NA; NA; NA; Psychology Office; Skin Care Office; Architectural Firm; NA; Gazola Medical; NA; NA; NA; NA; NA; NA; NA; NA; Lic Builders; NA; NA; NA; NA; Yellow Train Music; Gratuitive Psycho Therapy; NA; NA; NA; NA; NA; NA; NA; NA","Retail; NA; Construction, Engineering And Architecture",51,1137,0.599083215796897,26.6456104695543,0.751003999629579,"O",2399872.79568
"665","347 W 36th St, New York, NY, 10018",40.7544989,-73.9943269,44314,"NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Future Us; NA","NA; Technology, Advertising, Media, And Information",21,1404,0.504936530324401,23.2187876824358,0.654419324938476,"O",2656706.546784
"666","349 Fifth Ave, New York, NY, 10016",40.9161359,-73.8073983,40000,"Slice; Slice Life; NA; NA; NA","Technology, Advertising, Media, And Information; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; NA; Tbd",5,0,1,0,0,"O",2398074.24
"667","35 E 21st St, New York, NY, 10010",40.7395786,-73.9883769,124413,"Wework; NA; NA; Arena Technologies","Coworking And Executive Suite Companies; NA; Technology, Advertising, Media, And Information",4,473,0.833215796897038,21.9281785698834,0.618043629714953,"O",6936674.94229104
"668","35 W 35th St, New York, NY, 10001",40.7499004,-73.985695,29800,"NA; NA; NA; NA; NA; NA; NA; NA; NA; Linden Shore","NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",10,1390,0.509873060648801,30.9644847765303,0.872731061658894,"O",1786565.3088
"669","35 W 36th St, New York, NY, 10018",40.7506588,-73.9852874,3170,NA,NA,1,1526,0.461918194640338,31.8016822582426,0.896327393143367,"O",190047.38352
"670","35-37 E Broadway, New York, NY, 10002",40.7136826,-73.9947406,15500,"NA; NA; Alliance For Positive Change; NA; NA",NA,5,501,0.823342736248237,17.4473699487419,0.491752464425382,"O",929253.768
"671","350 Fifth Ave, New York, NY, 10118",40.9161016,-73.8071811,2093823,"BTS; NA; Raysearch; NA; Kaplan Hecker And Fink; NA; NA; Lynk Capital; NA; NA; NA; NA; NA; NA; Ofs Brands; Stv Incorporated; NA; Qliktech International; Greater New York Mutual Insurance; NA; NA; NA; NA; NA; NA; NA; Abrams Artist's Agency; Federal Deposit Insurance; NA; NA; NA; Qliktech; NA; NA; NA; NA; NA; NA; NA; Pontera Solutions; NA; NA; Linkedin; NA; NA; NA; Workstride; Zs Associates; NA; NA; NA; NA; NA; Project Management Advisors; NA; NA; Particle Media; NA; NA; Skanska; Aprio; Capco; NA; Starbucks; NA; NA; NA; Kearney; NA; Safe Security; Hntb; NA; NA; NA; NA; NA; NA; Linkedin; NA; Centric Brands; Li & Fung; Swedbank Ab; NA; Expedia; NA; NA; NA; Linkedin; NA; NA; NA; HNTB; Hecker Fink; NA; NA","Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; NA; Manufacturing (Except Pharmaceutical, Retail, And Computer Tech); Legal Services; Retail; Construction, Engineering And Architecture; Tbd; Technology, Advertising, Media, And Information; Financial Services And Insurance; Transportation; Unclassifiable",95,0,1,0,0,"A",175112362.104756
"672","350 Hudson St, New York, NY, 10014",40.727644,-74.0068323,176540,"Medidata Solutions","Technology, Advertising, Media, And Information",1,255,0.910084626234133,15.3331733560639,0.432164034319094,"O",9843027.6121632
"673","350 Madison Ave, New York, NY, 10017",40.7546819,-73.9783991,121892,"Alphasights; Burford Capital; Snowhook Capital Management; NA; NA; NA; Certares Management; Jlt Group; NA","Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Financial Services And Insurance; NA",9,765,0.730253878702398,28.9810116173371,0.816827059106051,"A",10194174.026015
"674","350 Park Ave, New York, NY, 10022",40.75822,-73.9735329,290883,"Fidelity; Marshall Wace; NA; Citadel; Marshall Wallace; Sublease Pending; Square Mile Capital; NA","Financial Services And Insurance; NA",8,504,0.82228490832158,23.9571361278137,0.675229605724972,"A",24327371.141743
"675","350 Seventh Ave, New York, NY, 10001",40.9174566,-73.8043575,78750,"NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA",NA,39,0,1,0,0,"O",4390724.0538
"676","350 W 31st St, New York, NY, 10001",40.7508814,-73.9968468,17306,"NA; NA",NA,2,876,0.691114245416079,20.1208996460322,0.567105644945967,"O",1037526.819936
"677","352 Park Ave S, New York, NY, 10010",40.7418312,-73.9853967,61000,"NA; Magrino Pr; NA; NA; Wiss And Companyh","NA; Technology, Advertising, Media, And Information; Financial Services And Insurance",5,582,0.794781382228491,19.3124981759519,0.544320926313588,"O",3401068.79088
"678","352 Seventh Ave, New York, NY, 10001",40.9174598,-73.8043553,37303,"NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA",NA,15,0,1,0,0,"O",2236384.084368
"679","353 Lexington Ave, New York, NY, 10016",40.7499136,-73.9769486,51240,"NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA",NA,29,500,0.823695345557123,18.5438259418404,0.522655972422531,"O",2856897.7843392
"680","353 W 39th St, New York, NY, 10018",40.7564352,-73.993279,29530,"NA; NA; NA; NA; NA",NA,5,1622,0.428067700987306,23.563185373836,0.664126141151236,"O",1770378.30768
"681","355 Lexington Ave, New York, NY, 10017",40.7501522,-73.9764766,164140,"Travelex Currency Services; NA; NA; NA; NA; NA; NA; Linesight; NA; NA; Adco Electric; B6 Real Estate Advisors; Lindamood-Bell; NA; Applause App Quality; NA; Leviathan Capital; NA; Gordon & Silber; NA; NA; NA; NA","Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; NA; Energy & Utilities; Real Estate (Except Coworking Providers); Education; Technology, Advertising, Media, And Information; Financial Services And Insurance; Legal Services",23,489,0.827574047954866,17.9964044778818,0.507226950468399,"O",9151662.8087712
"682","358 Fifth Ave, New York, NY, 10001",40.9162274,-73.8071152,32064,"NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Star; NA; NA; NA; NA",NA,16,0,1,0,0,"O",1922296.310784
"683","36 E 31st St, New York, NY, 10016",40.7452996,-73.9835584,45419,"Sam Tell; NA; NA; NA; NA; NA; NA; NA; NA; NA","Retail; NA",10,546,0.807475317348378,21.4488775878979,0.604534577073474,"O",2722953.347664
"684","36 E 57th St, New York, NY, 10022",40.7620921,-73.9721195,38407,"NA; Atria Health","NA; Healthcare",2,424,0.85049365303244,22.343648987082,0.629753623952105,"A",3453856.400088
"685","36 W 25th St, New York, NY, 10010",40.7435019,-73.9908173,32850,"Flightpath; NA; NA; NA; NA; Mite Home Fashion; Mytex Home Fashion","Technology, Advertising, Media, And Information; NA; Tbd; Retail",7,559,0.802891396332863,25.3113062888883,0.713396763062505,"O",1969418.4696
"686","36-38 E 20th St, New York, NY, 10003",40.7388572,-73.9890106,16500,"NA; Techstream; NA; NA","NA; Technology, Advertising, Media, And Information",4,810,0.714386459802539,22.4415621023535,0.632513295803838,"O",989205.624
"687","36-38 W 20th St, New York, NY, 10011",40.7409528,-73.9939827,22876,"NA; NA; NA; NA","NA; Unclassifiable",4,704,0.751763046544429,25.5505539523469,0.720139935727465,"O",1371458.657856
"688","36-42 W 14th St, New York, NY, 10011",40.7391662,-74.0011109,35600,"Knotel","Coworking And Executive Suite Companies",1,524,0.815232722143865,20.280104474125,0.571592817900573,"O",2134286.0736
"689","360 Bowery, New York, NY, 10012",40.7265807,-73.991839,120000,"Chobani","Retail",1,707,0.750705218617772,21.5796677987814,0.608220886741558,"A",10035940.6944
"690","360 Lexington Ave, New York, NY, 10017",40.7504859,-73.9771542,89226,"Webster Bank; Cineflix Media; Mmgy Global; NA; NA; NA; Kenneth Park Architects; NA; NA; NA; Plaza Construction","Financial Services And Insurance; Technology, Advertising, Media, And Information; NA; Construction, Engineering And Architecture; Real Estate (Except Coworking Providers)",11,470,0.834273624823695,19.9746329611206,0.562983132327737,"O",4974815.80221408
"691","360 Madison Ave, New York, NY, 10017",40.7550404,-73.9781023,262724,"The Carlton Group; Etc Venues; NA; Mori Hamada & Matsumoto; Convene; NA; Aareal Capital; NA; NA; Vestwell; NA; Grassi &; NA","Financial Services And Insurance; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; NA; Legal Services; Coworking And Executive Suite Companies; Tbd",13,691,0.756346967559944,28.8537277836401,0.813239576345849,"A",21972354.0249629
"692","360 Park Ave S, New York, NY, 10010",40.7419618,-73.985315,137152,"Knotel; Ziff-David Media; Iconiq Capital","Coworking And Executive Suite Companies; Technology, Advertising, Media, And Information; Financial Services And Insurance",3,566,0.800423131170663,19.3658653727503,0.545825075685223,"O",7646940.76732416
"693","362 Fifth Ave, New York, NY, 10001",40.9162908,-73.8070832,8631,"NA; NA; NA",NA,3,0,1,0,0,"O",517444.469136
"694","363 Lafayette St, New York, NY, 10012",40.7270814,-73.9935067,14495,"NA; NA; NA; NA",NA,4,638,0.775035260930889,23.550656307972,0.663773010620175,"A",1303503.22908
"695","363 Seventh Ave, New York, NY, 10001",40.9138474,-73.8064848,33892,"Blade Design; Mjolner; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA","Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; NA",12,0,1,0,0,"O",2031888.303552
"696","363 Seventh Ave, New York, NY, 10001",40.9138474,-73.8064848,33892,"Blade Design; Mjolner; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA","Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; NA",12,0,1,0,0,"A",3047832.455328
"697","366 Fifth Ave, New York, NY, 10001",40.9163544,-73.8070515,44827,"NA; NA; NA; NA; NA; NA; Mundi Westport; NA; NA; NA; NA; NA","NA; Financial Services And Insurance",12,0,1,0,0,"O",2687461.848912
"698","366 Madison Ave, New York, NY, 10017",40.755222,-73.9776856,40207,"Ortoli Rosenstadt; NA; NA; NA; NA; NA","Legal Services; NA",6,724,0.744710860366714,28.3790289474306,0.799860234745842,"O",2410484.274192
"699","368 Ninth Ave, New York, NY, 10001",40.9156386,-73.8035453,412715,"Langan Engineering; NA; NA; NA; NA; Wework; Wework; NA","Construction, Engineering And Architecture; NA; Coworking And Executive Suite Companies",8,0,1,0,0,"O",23011018.1316072
"700","369 Lexington Ave, New York, NY, 10017",40.7503856,-73.9766427,86926,"NA; NA; NA; Consulate General Of Morocco; Yang Medical Pc; NA; NA; Quantbot Technologies; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA","NA; Government; Healthcare; Financial Services And Insurance",18,513,0.819111424541608,18.7541293649045,0.528583354421808,"O",4846578.78223008
"701","37 E 28th St, New York, NY, 10016",40.7436962,-73.9846899,23128,"NA; NA; NA; NA; NA; NA; NA; NA; NA; NA",NA,10,650,0.77080394922426,20.8910470136329,0.588812175334271,"O",1386566.525568
"702","37 W 20th St, New York, NY, 10011",40.740815,-73.9930983,6808,"NA; NA","NA; Unclassifiable",2,675,0.761988716502116,25.557496059624,0.720335598361537,"O",408152.235648
"703","37 W 37th St, New York, NY, 10018",40.7513247,-73.9850166,15736,"NA; NA; NA; NA",NA,4,1514,0.466149506346968,32.449242514988,0.91457881745855,"O",943402.406016
"704","37 W 57th St, New York, NY, 10019",40.7640801,-73.9759651,6539,"NA; NA; NA",NA,3,348,0.877291960507757,25.3669178239499,0.714964168894865,"O",392025.186384
"705","37-39 W 17th St, New York, NY, 10011",40.7385976,-73.9938471,7500,"NA; Knotel; NA","NA; Coworking And Executive Suite Companies",3,774,0.727080394922426,25.252010333863,0.711725512203504,"O",449638.92
"706","37-43 W 26th St, New York, NY, 10010",40.7435557,-73.9884015,39274,"NA; NA; NA; NA; NA; NA; Skin Therapy; NA; United Scenic Artists Local Usa 829; NA; NA; NA; NA; NA; NA; NA; Idesco; NA; NA","NA; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",19,784,0.723554301833568,24.6428404105584,0.69455611578909,"O",2354549.192544
"707","37-45 W 20th St, New York, NY, 10011",40.7409528,-73.9939827,70626,"Dr. Jane E. Marke,; NA; NA; Sarah Flint Showroom; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA",NA,30,704,0.751763046544429,25.5505539523469,0.720139935727465,"O",3937768.59712608
"708","370 Lexington Ave, New York, NY, 10017",40.7509194,-73.9771424,149497,"NA; NA; NA; NA; NA; NA; Madison Avenue Eyecare; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Abacus; Atlas Technica; NA; Proactive Technologies; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Canela Media; Canela Media; Paragon","NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Technology, Advertising, Media, And Information; Healthcare",66,483,0.829689703808181,20.7101797066956,0.583714447471464,"O",8335239.03328176
"709","373 Park Ave S, New York, NY, 10016",40.7422679,-73.9846255,96052,"NA; Simplebet; Launchsquad; Simplebet; Mount Sinai; Aegis Venture Partners; NA; Aegis Venture Partners; NA; NA","NA; Personal Services And Recreation; Technology, Advertising, Media, And Information; Healthcare; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Financial Services And Insurance",10,535,0.811354019746121,18.7536210683339,0.528569028131255,"O",5355400.97543616
"710","375 Hudson St, New York, NY, 10014",40.7284863,-74.0079039,977265,"Publicis","Technology, Advertising, Media, And Information",1,215,0.924188998589563,13.227137383908,0.372805610526927,"A",81731446.5226068
"711","375 Park Ave, New York, NY, 10152",40.7584072,-73.9719841,945071,"NA; Mic Capital; NA; NA; Arbor Realty Trust; NA; Temasek; Advent International; NA; NA; NA; Temasek; NA; NA; Aragon Global Management; Clayton Dubilier & Rice; NA; Sound Point Capital Management; Blue Owl Capital; NA; NA; NA; NA; NA; Churchill Asset Management; Windrose Health Investors; Blue Owl Capital; Entrust Global; Freestone Grove Partners; NA; NA; NA; Ehrenkranz Partners; Investindustrial; Capvest; Confidential; Strategic Value Partners - Svp Global; Thoma Bravo; NA; Blue Owl Capital; NA; Svb Securities","NA; Financial Services And Insurance; Real Estate (Except Coworking Providers); Tbd; Government",42,429,0.848730606488011,21.5058350158234,0.60613991676834,"A",79038970.8999775
"712","375 Pearl St, New York, NY, 10038",40.7108757,-74.0011842,142550,"Rafael Viñoly Architects; New York Police Department","Construction, Engineering And Architecture; Government",2,332,0.882933709449929,24.6372537877405,0.694398657355724,"O",7947907.477704
"713","375 W Broadway, New York, NY, 10012",40.7235788,-74.0025799,14563,NA,NA,1,886,0.687588152327221,24.0905598147572,0.678990139665616,"O",873078.878928
"714","377 Broadway, New York, NY, 10013",40.7179764,-74.0032721,8000,NA,NA,1,662,0.76657263751763,29.3476920451243,0.827161912126917,"O",479614.848
"715","379 W Broadway, New York, NY, 10012",40.7237069,-74.0024706,842,NA,NA,1,826,0.708744710860367,24.0327098220554,0.67735964311733,"O",50479.462752
"716","38 E 29th St, New York, NY, 10016",40.7440708,-73.9844559,46631,"NA; Knotel; NA; NA; NA; NA; NA; NA","NA; Coworking And Executive Suite Companies",8,558,0.803244005641749,20.9868066382351,0.591511151256082,"O",2795614.997136
"717","38 Greene St, New York, NY, 10013",40.7216512,-74.001951,68400,"FIVERR; NA; Openweb; Dydx; NA; Foundrae","Technology, Advertising, Media, And Information; NA; Tbd; Retail",6,933,0.671015514809591,26.7215549922055,0.753144488785425,"O",3813657.463872
"718","38 W 21st St, New York, NY, 10010",40.7409381,-73.9926496,14000,"Leagueapps; NA",NA,2,639,0.774682651622003,25.4770422260374,0.718068014705382,"O",839325.984
"719","38-40 W 32nd St, New York, NY, 10001",40.7489806,-73.9898211,6650,"Yuan's Acupuncture And Herbs; NA; NA; NA; NA; NA; NA; NA; NA",NA,9,1657,0.415726375176305,30.2313599550648,0.852068008216098,"O",398679.8424
